"PCIP01"	"PCIP03"	"PCIP04"	"PCIP05"	"PCIP09"	"PCIP10"	"PCIP11"	"PCIP12"	"PCIP13"	"PCIP14"	"PCIP15"	"PCIP16"	"PCIP19"	"PCIP22"	"PCIP23"	"PCIP24"	"PCIP25"	"PCIP26"	"PCIP27"	"PCIP29"	"PCIP30"	"PCIP31"	"PCIP38"	"PCIP39"	"PCIP40"	"PCIP41"	"PCIP42"	"PCIP43"	"PCIP44"	"PCIP45"	"PCIP46"	"PCIP47"	"PCIP48"	"PCIP49"	"PCIP50"	"PCIP51"	"PCIP52"	"PCIP54"	"CIP01BACHL"	"CIP03BACHL"	"CIP04BACHL"	"CIP05BACHL"	"CIP09BACHL"	"CIP10BACHL"	"CIP11BACHL"	"CIP12BACHL"	"CIP13BACHL"	"CIP14BACHL"	"CIP15BACHL"	"CIP16BACHL"	"CIP19BACHL"	"CIP22BACHL"	"CIP23BACHL"	"CIP24BACHL"	"CIP25BACHL"	"CIP26BACHL"	"CIP27BACHL"	"CIP29BACHL"	"CIP30BACHL"	"CIP31BACHL"	"CIP38BACHL"	"CIP39BACHL"	"CIP40BACHL"	"CIP41BACHL"	"CIP42BACHL"	"CIP43BACHL"	"CIP44BACHL"	"CIP45BACHL"	"CIP46BACHL"	"CIP47BACHL"	"CIP48BACHL"	"CIP49BACHL"	"CIP50BACHL"	"CIP51BACHL"	"CIP52BACHL"	"CIP54BACHL"	"NPT4_PUB"	"NPT41_PUB"	"NPT42_PUB"	"NPT43_PUB"	"NPT44_PUB"	"NPT45_PUB"	"NPT4_048_PUB"	"NPT4_3075_PUB"	"NPT4_75UP_PUB"	"NUM4_PUB"	"NUM41_PUB"	"NUM42_PUB"	"NUM43_PUB"	"NUM44_PUB"	"NUM45_PUB"	"PCTPELL"	"C150_4"	"D150_4"	"C150_4_NRA"	"PCTFLOAN"	"COMPL_RPY_1YR_RT"	"FEMALE_RPY_1YR_RT"	"MALE_RPY_1YR_RT"	"COMPL_RPY_3YR_RT"	"FEMALE_RPY_3YR_RT"	"MALE_RPY_3YR_RT"	"COMPL_RPY_5YR_RT"	"FEMALE_RPY_5YR_RT"	"MALE_RPY_5YR_RT"	"GRAD_DEBT_MDN"	"WDRAW_DEBT_MDN"	"LO_INC_DEBT_MDN"	"MD_INC_DEBT_MDN"	"HI_INC_DEBT_MDN"	"DEP_DEBT_MDN"	"IND_DEBT_MDN"	"PELL_DEBT_MDN"	"NOPELL_DEBT_MDN"	"FEMALE_DEBT_MDN"	"MALE_DEBT_MDN"	"FIRSTGEN_DEBT_MDN"	"NOTFIRSTGEN_DEBT_MDN"	"DEBT_N"	"GRAD_DEBT_N"	"WDRAW_DEBT_N"	"LO_INC_DEBT_N"	"MD_INC_DEBT_N"	"HI_INC_DEBT_N"	"DEP_DEBT_N"	"IND_DEBT_N"	"PELL_DEBT_N"	"NOPELL_DEBT_N"	"FEMALE_DEBT_N"	"MALE_DEBT_N"	"FIRSTGEN_DEBT_N"	"NOTFIRSTGEN_DEBT_N"	"FEMALE_RPY_1YR_N"	"MALE_RPY_1YR_N"	"FEMALE_RPY_3YR_N"	"MALE_RPY_3YR_N"	"FEMALE_RPY_5YR_N"	"MALE_RPY_5YR_N"	"MN_EARN_WNE_INDEP0_P6"	"MN_EARN_WNE_INDEP1_P6"	"MN_EARN_WNE_MALE0_P6"	"MN_EARN_WNE_MALE1_P6"	"GRAD_DEBT_MDN_SUPP"	"FEMALE_RPY_3YR_RT_SUPP"	"MALE_RPY_3YR_RT_SUPP"	"C100_4"	"D150_4_WHITE"	"D150_4_BLACK"	"D150_4_HISP"	"D150_4_ASIAN"	"D150_4_AIAN"	"D150_4_NHPI"	"D150_4_2MOR"	"D150_4_NRA"	"D150_4_UNKN"	"Year"
"1.7600000000000001E-2"	"1.38E-2"	"4.8999999999999998E-3"	"6.8999999999999999E-3"	"7.8299999999999995E-2"	"0"	"4.53E-2"	"0"	"0"	"0.1024"	"0"	"1.38E-2"	"0"	"0"	"2.3400000000000001E-2"	"0"	"0"	"9.2899999999999996E-2"	"1.52E-2"	"0"	"1.23E-2"	"4.36E-2"	"6.4999999999999997E-3"	"0"	"1.66E-2"	"0"	"7.2400000000000006E-2"	"2.93E-2"	"1.03E-2"	"9.2799999999999994E-2"	"0"	"0"	"0"	"0"	"2.8400000000000002E-2"	"0.1143"	"0.1381"	"2.1000000000000001E-2"	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	2	1	1	"19924"	"11728"	"13732"	"19869"	"26158"	"27610"	"12446"	"16869"	"27114"	"3387"	"899"	"502"	"525"	"499"	"962"	"0.3095"	"0.80449999999999999"	"5822"	"0.71550000000000002"	"0.52270000000000005"	"NULL"	"NULL"	"NULL"	"0.7686588781"	"0.66957055210000005"	"0.70913205540000002"	"0.81214232399999997"	"0.72401864940000005"	"0.75441876269999997"	"22000"	"10166"	"18456"	"20500"	"18750"	"19500"	"18454.5"	"21000"	"15750"	"19499.5"	"18750"	"19250"	"19000"	"20468"	"14284"	"6305"	"7058"	"5979"	"7431"	"16450"	"4018"	"11873"	"8595"	"10914"	"9554"	"6834"	"13634"	"NULL"	"NULL"	"8150"	"7512"	"6649"	"5884"	"NULL"	"NULL"	"NULL"	"NULL"	"22000"	"0.66957055210000005"	"0.70913205540000002"	"0.58379999999999999"	"2793"	"397"	"626"	"1583"	"5"	"27"	"188"	"116"	"87"	"2015-16"
"4.3999999999999997E-2"	"1.4500000000000001E-2"	"1.4200000000000001E-2"	"3.0000000000000001E-3"	"0.05"	"0"	"5.0000000000000001E-3"	"0"	"2.7400000000000001E-2"	"0.14299999999999999"	"0"	"2.23E-2"	"5.1700000000000003E-2"	"0"	"2.0500000000000001E-2"	"1E-3"	"0"	"7.7399999999999997E-2"	"1.24E-2"	"0"	"5.0000000000000001E-3"	"1.3299999999999999E-2"	"3.7000000000000002E-3"	"0"	"1.21E-2"	"0"	"5.3400000000000003E-2"	"0"	"2.12E-2"	"0.1028"	"0"	"0"	"0"	"2.8E-3"	"2.5899999999999999E-2"	"8.8800000000000004E-2"	"0.17150000000000001"	"1.3100000000000001E-2"	1	1	1	1	1	0	1	0	2	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	2	1	1	"18099"	"9959"	"12293"	"16652"	"20872"	"22606"	"11010"	"14790"	"21948"	"2626"	"393"	"322"	"432"	"561"	"918"	"0.21410000000000001"	"0.83160000000000001"	"6724"	"0.85819999999999996"	"0.42799999999999999"	"NULL"	"NULL"	"NULL"	"0.74990219089999999"	"0.60890454839999997"	"0.65266558969999999"	"0.8003009458"	"0.67538099370000004"	"0.70082506280000001"	"21500"	"6500"	"12500"	"15695"	"16000"	"15000"	"14500"	"16000"	"14000"	"15367"	"14795"	"15000"	"15000"	"20031"	"11644"	"8535"	"5278"	"5905"	"8848"	"17257"	"2774"	"10459"	"9572"	"10321"	"9710"	"5911"	"14120"	"NULL"	"NULL"	"9366"	"9285"	"8071"	"8363"	"NULL"	"NULL"	"NULL"	"NULL"	"21500"	"0.60890454839999997"	"0.65266558969999999"	"0.58520000000000005"	"5297"	"375"	"189"	"430"	"25"	"0"	"0"	"275"	"133"	"2015-16"
"3.04E-2"	"1.24E-2"	"7.6E-3"	"2.5999999999999999E-3"	"8.7800000000000003E-2"	"0"	"6.2100000000000002E-2"	"0"	"3.6799999999999999E-2"	"0.14849999999999999"	"0"	"1.49E-2"	"2.4E-2"	"0"	"1.0500000000000001E-2"	"5.0000000000000001E-4"	"0"	"5.7599999999999998E-2"	"1.7299999999999999E-2"	"0"	"1.34E-2"	"3.6999999999999998E-2"	"2.7000000000000001E-3"	"0"	"3.49E-2"	"3.2000000000000002E-3"	"3.8899999999999997E-2"	"3.9199999999999999E-2"	"0"	"7.9399999999999998E-2"	"0"	"0"	"0"	"0"	"2.1999999999999999E-2"	"5.57E-2"	"0.1515"	"9.1000000000000004E-3"	2	1	1	1	1	0	2	0	2	2	0	1	2	0	1	2	0	1	1	0	1	1	1	0	2	1	2	2	0	2	0	0	0	0	1	1	2	1	"29226"	"20670"	"22888"	"25753"	"30496"	"32944"	"21626"	"24684"	"32223"	"2744"	"306"	"232"	"390"	"535"	"1281"	"0.16089999999999999"	"0.85660000000000003"	"6574"	"0.80649999999999999"	"0.4869"	"NULL"	"NULL"	"NULL"	"0.81592554289999997"	"0.65202281819999997"	"0.73165415349999996"	"0.88456835410000001"	"0.73246792000000005"	"0.79358636090000001"	"26687"	"8498"	"18250"	"20000"	"20017"	"20166"	"17173"	"20767.5"	"19000"	"19500"	"19500"	"19000"	"19750"	"34898"	"20191"	"14858"	"9581"	"10603"	"14714"	"28325"	"6573"	"17920"	"16978"	"17519"	"17379"	"11448"	"23450"	"NULL"	"NULL"	"15251"	"16516"	"13404"	"14781"	"NULL"	"NULL"	"NULL"	"NULL"	"26687"	"0.65202281819999997"	"0.73165415349999996"	"0.64290000000000003"	"4878"	"280"	"419"	"281"	"6"	"2"	"149"	"491"	"68"	"2015-16"
"3.8100000000000002E-2"	"1.72E-2"	"3.0999999999999999E-3"	"1.43E-2"	"5.6899999999999999E-2"	"0"	"2.35E-2"	"0"	"1.9599999999999999E-2"	"0.1177"	"0"	"3.56E-2"	"2.64E-2"	"1.18E-2"	"2.7E-2"	"0"	"0"	"0.13550000000000001"	"1.9E-2"	"0"	"2.8899999999999999E-2"	"1.43E-2"	"7.4000000000000003E-3"	"0"	"2.1299999999999999E-2"	"0"	"3.7400000000000003E-2"	"0"	"1.12E-2"	"0.1236"	"0"	"0"	"0"	"0"	"2.4899999999999999E-2"	"4.7899999999999998E-2"	"0.1158"	"2.1600000000000001E-2"	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	2	1	1	"19378"	"8443"	"11061"	"17032"	"21726"	"23451"	"9738"	"14871"	"22809"	"1985"	"190"	"186"	"328"	"477"	"804"	"0.14460000000000001"	"0.84950000000000003"	"5673"	"0.79559999999999997"	"0.34889999999999999"	"NULL"	"NULL"	"NULL"	"0.88924649749999995"	"0.84275898520000003"	"0.85384615379999995"	"0.91095890410000002"	"0.88050139279999995"	"0.87120953999999995"	"21796.5"	"9950"	"17946.5"	"21000"	"19500"	"19530"	"18264"	"22000"	"18750"	"19892"	"19500"	"20631"	"19500"	"8102"	"6324"	"1803"	"1102"	"2122"	"4878"	"7486"	"616"	"2787"	"5315"	"4260"	"3842"	"1227"	"6875"	"NULL"	"NULL"	"3784"	"3250"	"3590"	"2935"	"NULL"	"NULL"	"NULL"	"NULL"	"21796.5"	"0.84275898520000003"	"0.85384615379999995"	"0.56040000000000001"	"4394"	"136"	"268"	"322"	"18"	"6"	"145"	"274"	"110"	"2015-16"
"6.13E-2"	"1.1299999999999999E-2"	"2.5000000000000001E-3"	"3.0000000000000001E-3"	"2.4E-2"	"0"	"4.3299999999999998E-2"	"0"	"4.0500000000000001E-2"	"0.21240000000000001"	"6.2199999999999998E-2"	"6.6E-3"	"1.9199999999999998E-2"	"0"	"8.8999999999999999E-3"	"7.6E-3"	"0"	"2.9700000000000001E-2"	"3.0499999999999999E-2"	"0"	"3.8999999999999998E-3"	"1.2500000000000001E-2"	"2.5000000000000001E-3"	"0"	"1.89E-2"	"0"	"1.9199999999999998E-2"	"0"	"0"	"5.4600000000000003E-2"	"0"	"5.0000000000000001E-4"	"0"	"1.77E-2"	"2.1000000000000001E-2"	"6.5699999999999995E-2"	"0.2157"	"4.7999999999999996E-3"	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	"13516"	"4446"	"5796"	"11233"	"17953"	"20886"	"5077"	"8867"	"19668"	"1932"	"321"	"282"	"366"	"400"	"563"	"0.189"	"0.74619999999999997"	"6308"	"0.7883"	"0.33160000000000001"	"NULL"	"NULL"	"NULL"	"0.86989754429999999"	"0.76780341019999998"	"0.79666219069999999"	"0.9149404216"	"0.82850041429999999"	"0.83916783360000002"	"21500"	"7500"	"16500"	"17974"	"19237"	"18500"	"17002"	"18925"	"17897"	"18205"	"18500"	"18804"	"18335"	"8111"	"6129"	"2025"	"1561"	"2355"	"4195"	"7560"	"551"	"3828"	"4283"	"3603"	"4508"	"1875"	"6236"	"NULL"	"NULL"	"3988"	"5213"	"3621"	"4999"	"NULL"	"NULL"	"NULL"	"NULL"	"21500"	"0.76780341019999998"	"0.79666219069999999"	"0.46539999999999998"	"4560"	"239"	"172"	"287"	"18"	"0"	"0"	"685"	"347"	"2015-16"
"6.5000000000000002E-2"	"9.2999999999999992E-3"	"2.07E-2"	"1.21E-2"	"8.2799999999999999E-2"	"0"	"3.1E-2"	"1E-4"	"2.8000000000000001E-2"	"0.19070000000000001"	"0"	"9.7999999999999997E-3"	"9.4999999999999998E-3"	"0"	"2.06E-2"	"1.4E-3"	"0"	"7.3599999999999999E-2"	"2.1999999999999999E-2"	"0"	"1.11E-2"	"3.4799999999999998E-2"	"3.8999999999999998E-3"	"0"	"2.75E-2"	"0"	"5.7599999999999998E-2"	"0"	"6.3E-3"	"7.2900000000000006E-2"	"0"	"0"	"0"	"8.9999999999999998E-4"	"2.63E-2"	"4.9000000000000002E-2"	"0.1182"	"1.46E-2"	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	2	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	"18375"	"7801"	"12231"	"17934"	"24625"	"27070"	"9576"	"15076"	"26246"	"2966"	"700"	"468"	"466"	"449"	"883"	"0.20580000000000001"	"0.84160000000000001"	"7277"	"0.72689999999999999"	"0.38929999999999998"	"0.80904442310000002"	"0.73898216159999996"	"0.78280121179999995"	"0.83081466039999996"	"0.7634086578"	"0.80411865650000003"	"0.88006025229999996"	"0.82107121839999997"	"0.84316985310000003"	"20500"	"8500"	"16500"	"19250"	"19000"	"18500"	"15261.5"	"19000"	"18000"	"19000"	"18014"	"18773"	"18463"	"9551"	"7401"	"2158"	"2111"	"2771"	"4669"	"9157"	"394"	"4499"	"5052"	"4525"	"5026"	"2087"	"7464"	"3812"	"4291"	"3673"	"4079"	"3398"	"3609"	"52100"	"56300"	"45400"	"58100"	"20500"	"0.7634086578"	"0.80411865650000003"	"0.69220000000000004"	"4416"	"478"	"519"	"983"	"14"	"5"	"142"	"681"	"39"	"2014-15"
"0"	"6.6E-3"	"2.7000000000000001E-3"	"7.4000000000000003E-3"	"0.183"	"0"	"1.6400000000000001E-2"	"0"	"5.8999999999999999E-3"	"0.14549999999999999"	"0"	"1.4500000000000001E-2"	"0"	"0"	"1.84E-2"	"4.0000000000000002E-4"	"0"	"6.3700000000000007E-2"	"3.0099999999999998E-2"	"0"	"8.9999999999999993E-3"	"0"	"1.0200000000000001E-2"	"0"	"1.7999999999999999E-2"	"0"	"7.9000000000000001E-2"	"0"	"4.58E-2"	"0.1643"	"0"	"0"	"0"	"0"	"8.7599999999999997E-2"	"1.5599999999999999E-2"	"5.1999999999999998E-2"	"2.3900000000000001E-2"	0	1	0	2	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"0.14000000000000001"	"0.93310000000000004"	"2077"	"0.90080000000000005"	"0.32369999999999999"	"0.89038461540000002"	"0.83957732949999997"	"0.85462555070000001"	"0.91713091920000001"	"0.8711832061"	"0.88301462320000002"	"0.93098384729999994"	"0.90727816549999996"	"0.89596879060000001"	"16905"	"10160"	"6000"	"16666"	"17500"	"17190"	"6000"	"17092"	"14500"	"14500"	"15500"	"12074"	"15172"	"2697"	"2011"	"691"	"631"	"696"	"1370"	"2166"	"531"	"764"	"1933"	"1457"	"1240"	"325"	"2372"	"1041"	"908"	"1048"	"889"	"1003"	"769"	"61500"	"94600"	"65600"	"80000"	"16905"	"0.8711832061"	"0.88301462320000002"	"0.85360000000000003"	"1167"	"82"	"148"	"439"	"2"	"1"	"27"	"121"	"90"	"2014-15"
"0"	"2.3E-3"	"0"	"5.5999999999999999E-3"	"8.7599999999999997E-2"	"2E-3"	"3.8899999999999997E-2"	"0"	"6.5000000000000002E-2"	"0"	"4.0000000000000002E-4"	"2.3900000000000001E-2"	"1.6299999999999999E-2"	"0"	"1.95E-2"	"3.7900000000000003E-2"	"0"	"7.8299999999999995E-2"	"1.55E-2"	"0"	"7.6E-3"	"7.4099999999999999E-2"	"5.7000000000000002E-3"	"0"	"1.3299999999999999E-2"	"0"	"4.7800000000000002E-2"	"1.77E-2"	"6.1800000000000001E-2"	"8.6999999999999994E-2"	"0"	"0"	"0"	"0"	"5.11E-2"	"3.4500000000000003E-2"	"0.191"	"1.4999999999999999E-2"	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	2	1	"14370"	"4855"	"7515"	"13120"	"20153"	"21554"	"5945"	"10494"	"20978"	"2581"	"539"	"374"	"424"	"511"	"733"	"0.1643"	"0.77639999999999998"	"7550"	"0.69120000000000004"	"0.31830000000000003"	"0.78908072799999995"	"0.6721868365"	"0.68211920530000003"	"0.87002398079999999"	"0.76248959199999999"	"0.72041202439999996"	"0.88897377129999999"	"0.79871213929999996"	"0.77292918740000005"	"22529.5"	"8975"	"14600"	"18430"	"19250"	"18000"	"16000"	"18142"	"17617"	"18725"	"17152.5"	"17405.5"	"18000"	"10081"	"5502"	"4603"	"2024"	"2828"	"5229"	"9535"	"546"	"4516"	"5565"	"5139"	"4942"	"2170"	"7911"	"4710"	"4530"	"4804"	"4757"	"4193"	"3827"	"44300"	"41000"	"40600"	"47800"	"22529.5"	"0.76248959199999999"	"0.72041202439999996"	"0.59440000000000004"	"6307"	"343"	"227"	"299"	"14"	"5"	"98"	"217"	"40"	"2014-15"
"0"	"5.5999999999999999E-3"	"0"	"4.7999999999999996E-3"	"7.4499999999999997E-2"	"0"	"1.5800000000000002E-2"	"0"	"2.8299999999999999E-2"	"7.0599999999999996E-2"	"0"	"2.3699999999999999E-2"	"0"	"0"	"4.3499999999999997E-2"	"4.3099999999999999E-2"	"0"	"3.0599999999999999E-2"	"2.7900000000000001E-2"	"0"	"2.75E-2"	"0.11310000000000001"	"8.5000000000000006E-3"	"0"	"1.4999999999999999E-2"	"0"	"6.0199999999999997E-2"	"0"	"1.12E-2"	"8.0399999999999999E-2"	"0"	"0"	"0"	"0"	"5.16E-2"	"8.0199999999999994E-2"	"0.16930000000000001"	"1.46E-2"	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	0	1	1	0	2	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	2	1	"14863"	"8584"	"10751"	"14719"	"17575"	"18256"	"9571"	"13114"	"17939"	"1307"	"208"	"174"	"256"	"312"	"357"	"0.1883"	"0.70040000000000002"	"4182"	"0.72789999999999999"	"0.45540000000000003"	"0.76351524469999998"	"0.66979613729999998"	"0.67290848690000005"	"0.79576984309999999"	"0.72941495119999999"	"0.71868642839999997"	"0.85591556209999997"	"0.79554655870000002"	"0.78748724920000002"	"21500"	"7500"	"12500"	"17007"	"18500"	"17875"	"9956.5"	"18750"	"15000"	"16500"	"16580"	"17500"	"16250"	"8693"	"5516"	"3190"	"2169"	"2490"	"4034"	"7247"	"1446"	"3709"	"4984"	"4583"	"4110"	"1928"	"6765"	"3728"	"3311"	"3692"	"3441"	"3458"	"2941"	"44200"	"63200"	"44300"	"51100"	"21500"	"0.72941495119999999"	"0.71868642839999997"	"0.48159999999999997"	"3458"	"102"	"139"	"144"	"21"	"11"	"0"	"147"	"160"	"2014-15"
"2.47E-2"	"7.9000000000000008E-3"	"8.8000000000000005E-3"	"1.26E-2"	"6.5100000000000005E-2"	"0"	"4.1599999999999998E-2"	"0"	"5.0299999999999997E-2"	"0.1212"	"0"	"2.5000000000000001E-2"	"2.41E-2"	"1E-4"	"2.8199999999999999E-2"	"0"	"0"	"9.3299999999999994E-2"	"1.6799999999999999E-2"	"0"	"1.6000000000000001E-3"	"3.6200000000000003E-2"	"6.4000000000000003E-3"	"0"	"2.01E-2"	"0"	"4.5400000000000003E-2"	"0"	"0"	"0.1671"	"0"	"0"	"0"	"0"	"2.7900000000000001E-2"	"1.67E-2"	"0.13919999999999999"	"1.9400000000000001E-2"	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	"15817"	"6938"	"9521"	"14502"	"19152"	"21418"	"8043"	"12445"	"20614"	"1151"	"194"	"145"	"206"	"215"	"391"	"0.19639999999999999"	"0.84750000000000003"	"3907"	"0.77190000000000003"	"0.35010000000000002"	"0.82995038340000005"	"0.75077112889999997"	"0.7819592071"	"0.85"	"0.79080252480000002"	"0.80119225039999997"	"0.89364957919999999"	"0.81410867490000005"	"0.83812260540000005"	"19500"	"8340.5"	"14037"	"16500"	"16750"	"16103.5"	"15500"	"16786"	"15460"	"17000"	"15205.5"	"15500"	"16250"	"8045"	"5793"	"2264"	"1792"	"2150"	"4103"	"6992"	"1053"	"3735"	"4310"	"4001"	"4044"	"1669"	"6376"	"3242"	"3481"	"3327"	"3355"	"3147"	"3132"	"50100"	"50200"	"45300"	"54400"	"19500"	"0.79080252480000002"	"0.80119225039999997"	"0.66990000000000005"	"2287"	"514"	"283"	"579"	"8"	"5"	"87"	"57"	"87"	"2014-15"
"0"	"1.4E-2"	"0.01"	"1.7000000000000001E-2"	"2.8000000000000001E-2"	"0"	"4.4400000000000002E-2"	"0"	"1.3599999999999999E-2"	"0.18099999999999999"	"0"	"3.3099999999999997E-2"	"0"	"0"	"2.9000000000000001E-2"	"1.12E-2"	"0"	"0.1019"	"2.5700000000000001E-2"	"0"	"2.9499999999999998E-2"	"3.1800000000000002E-2"	"5.4999999999999997E-3"	"0"	"1.2999999999999999E-2"	"0"	"9.7900000000000001E-2"	"0"	"8.8999999999999999E-3"	"0.12790000000000001"	"0"	"0"	"0"	"0"	"5.6800000000000003E-2"	"3.49E-2"	"6.6299999999999998E-2"	"1.8700000000000001E-2"	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	2	1	1	"15787"	"5470"	"7735"	"11409"	"18251"	"23327"	"6420"	"9987"	"21454"	"1754"	"266"	"192"	"304"	"366"	"626"	"0.15690000000000001"	"0.90869999999999995"	"5738"	"0.87219999999999998"	"0.34200000000000003"	"0.79912023460000003"	"0.73156836459999997"	"0.77713507999999998"	"0.80703336339999998"	"0.75354609930000005"	"0.7747175141"	"0.85149760890000004"	"0.80046403710000003"	"0.81910984080000004"	"20886"	"8083"	"16622.5"	"21085"	"19787"	"19849.5"	"13880"	"19761.5"	"19500"	"19812"	"19500"	"20231"	"19500"	"7304"	"6093"	"1225"	"1428"	"1893"	"3983"	"6952"	"352"	"3046"	"4258"	"3687"	"3617"	"1152"	"6152"	"2984"	"2939"	"2820"	"2832"	"2586"	"2449"	"55400"	"58400"	"47900"	"64300"	"20886"	"0.75354609930000005"	"0.7747175141"	"0.75570000000000004"	"3821"	"309"	"232"	"649"	"11"	"2"	"213"	"227"	"274"	"2014-15"
"4.7899999999999998E-2"	"1.47E-2"	"5.1999999999999998E-3"	"2.0000000000000001E-4"	"0.10929999999999999"	"1.4E-3"	"9.9000000000000008E-3"	"0"	"3.04E-2"	"6.13E-2"	"2.2800000000000001E-2"	"1.35E-2"	"1.7500000000000002E-2"	"1.0200000000000001E-2"	"2.01E-2"	"4.4999999999999997E-3"	"0"	"0.1002"	"1.2E-2"	"0"	"1.78E-2"	"3.4200000000000001E-2"	"1.6999999999999999E-3"	"0"	"1.6199999999999999E-2"	"0"	"4.6199999999999998E-2"	"2.2599999999999999E-2"	"1.14E-2"	"0.1104"	"8.9999999999999998E-4"	"0"	"0"	"0"	"2.52E-2"	"5.1799999999999999E-2"	"0.1709"	"9.7000000000000003E-3"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	2	1	1	"16382"	"6434"	"11999"	"17744"	"21775"	"23569"	"8265"	"15111"	"22881"	"3295"	"865"	"424"	"501"	"577"	"928"	"0.22700000000000001"	"0.78859999999999997"	"7385"	"0.67200000000000004"	"0.4632"	"0.70206643999999996"	"0.59996656640000001"	"0.65793714749999999"	"0.79490806219999999"	"0.70222575519999997"	"0.72751004019999999"	"0.8597391177"	"0.79225736099999999"	"0.78563283920000004"	"25215"	"8250"	"18261.5"	"24185.5"	"20000"	"20748"	"18529"	"23000"	"19127.5"	"21500"	"19820"	"22849"	"20096.5"	"13063"	"8633"	"4497"	"3238"	"3656"	"6169"	"12251"	"812"	"6433"	"6630"	"7161"	"5902"	"3073"	"9990"	"5982"	"4964"	"6290"	"4980"	"5502"	"4385"	"45200"	"46000"	"40500"	"50900"	"25215"	"0.70222575519999997"	"0.72751004019999999"	"0.52849999999999997"	"5488"	"563"	"206"	"326"	"25"	"5"	"82"	"564"	"126"	"2014-15"
"2.2700000000000001E-2"	"1.8100000000000002E-2"	"2.1100000000000001E-2"	"3.0999999999999999E-3"	"3.27E-2"	"0"	"3.9600000000000003E-2"	"2.8999999999999998E-3"	"4.7399999999999998E-2"	"0.1042"	"1E-4"	"2.5399999999999999E-2"	"1.7899999999999999E-2"	"0"	"5.3900000000000003E-2"	"0"	"0"	"8.6999999999999994E-2"	"3.2300000000000002E-2"	"0"	"4.0099999999999997E-2"	"4.0099999999999997E-2"	"3.3E-3"	"0"	"2.9700000000000001E-2"	"0"	"7.1099999999999997E-2"	"0"	"0"	"0.1216"	"0"	"0"	"0"	"0"	"4.1099999999999998E-2"	"2.76E-2"	"0.1043"	"1.2800000000000001E-2"	1	1	1	1	1	0	2	1	2	2	0	1	1	0	1	0	0	1	1	0	2	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	2	1	"16954"	"8650"	"9583"	"14683"	"20036"	"23108"	"9070"	"12452"	"21858"	"2363"	"376"	"308"	"396"	"522"	"761"	"0.20760000000000001"	"0.78400000000000003"	"5089"	"0.74729999999999996"	"0.43440000000000001"	"0.78975382569999997"	"0.69717607969999995"	"0.72696502439999999"	"0.82895153629999996"	"0.73603976800000004"	"0.75500858609999999"	"0.86362776620000004"	"0.78742348360000003"	"0.78871004310000004"	"20500"	"8500"	"16500"	"17265.5"	"16250"	"16400"	"18500"	"18061"	"15000"	"16579"	"16500"	"17794"	"16230.5"	"13247"	"8501"	"4771"	"3381"	"3776"	"6090"	"11197"	"2050"	"6411"	"6836"	"7211"	"6036"	"2759"	"10488"	"6020"	"5318"	"6035"	"5241"	"5391"	"4411"	"44400"	"53300"	"41600"	"51100"	"20500"	"0.73603976800000004"	"0.75500858609999999"	"0.58460000000000001"	"3729"	"259"	"123"	"591"	"67"	"0"	"0"	"277"	"43"	"2014-15"
